['-0.5567202363014436', '-0.2896158138342099', '-0.1680975339705538', '0.08680400272701548', '0.011680854318658172', '-0.09136986976631878', '0.06801327744872117', '0.09826508667320012', '0.03925098837525756', '-0.011571429173151652', '0.09131120840708415', '0.02181702918476529', '0.02748565177122752', '0.06388136910067664', '0.12010652712649769', '0.07011068065961203', '0.10362096826235453', '0.09415258765220642', '-0.0025243524875905783', '-0.016019679605960846']
['-0.664685289353251', '-0.23956435902378329', '-0.11828549969323672', '0.0663976599166595', '-0.006496610812769519', '-0.08300444835038097', '0.04276560259449373', '0.12419233163818717', '-0.005178178888228204', '-0.012694846590360005', '0.09267372290293376', '0.0610311359167099', '0.08446545004844666', '0.10183892279035515', '0.07469029774268468', '-0.019444406032562256', '0.11594019730885824', '0.05411999523639679', '0.0317836860815684', '-0.0217204749584198']
['-0.6629707899709415', '-0.3088499296454989', '-0.030673603623437243', '0.09740836039267538', '0.02677920304311414', '-0.1504910972596161', '0.04373668451457181', '0.13113632363577685', '0.03730396521639907', '-0.02697538619240125', '0.08569409251213074', '0.05067093322674433', '0.20964807619651157', '0.08567470610141754', '0.13358423987196552', '0.02555626556277275', '0.068189104894797', '0.09796359241008759', '0.024309081335862476', '0.009359605113665263']
['-0.42237410506767853', '-0.4131470597517787', '0.042843701538487565', '0.07664386957420397', '0.012693424704804942', '-0.07806032482631409', '-0.03039840708333363', '0.05209323196775383', '0.0577146116028113', '-0.012996294001738231', '0.04374500686923663', '0.10290704493721327', '0.1798206200202306', '0.07407022880183325', '0.136900765200456', '0.035998071233431496', '0.016538900136947633', '0.08382518750925859', '-0.010786007344722747', '0.009983419378598531']
['-0.461069682823417', '-0.4590098275306804', '0.07405213323419864', '0.02627523163964027', '0.00038140171902283776', '0.03928043856034203', '-0.058564212501403826', '0.058145009596935575', '0.10596026371464005', '0.026697876552740734', '0.06792684122920037', '0.030451227352023123', '0.150160617629687', '0.1391165832678477', '0.06396141747633616', '0.013166355341672898', '0.0367352037380139', '0.10112559596697489', '0.04674505094687144', '0.03474017182985942']
['-0.37356333849391204', '-0.3782378528397719', '0.11853585500012526', '-0.029042359882988027', '-0.06533242692628866', '-0.00033499586913320983', '-0.05120488698900733', '0.032687859926200304', '0.0946400129256977', '0.0497813880443573', '0.056260254283746085', '0.1023879329363505', '0.15086364050706227', '0.09440697481234868', '0.018215959436363643', '-0.006810425221920014', '0.013802635173002878', '0.11737959931294123', '0.05636914016471969', '0.04815671212143368']
['-0.4420789892930285', '-0.38472506007149404', '0.10200152596849385', '0.002162695247382713', '-0.08970841093584644', '0.06882979656081824', '-0.05579267278181728', '-0.03074544765779542', '0.10477629784080718', '0.06486548149647813', '0.010674970348676045', '0.13075309445460637', '0.1746684675001436', '0.14377778166284164', '0.008580643435319264', '-0.004559308704402712', '0.012606473763783772', '0.12648823261260986', '0.07602237835526467', '0.04850491285324097']
['-0.3590717373703899', '-0.5251888321476903', '0.20005631509070343', '0.0323365395499524', '-0.036908658087332416', '0.03604225287923501', '-0.08465380716680859', '-0.053621876651628146', '0.12651321440935134', '0.09162444807589054', '0.007922128786643345', '0.20415633420149484', '0.15300464431444805', '0.13547864283124605', '0.04539230229953925', '-0.01379271000623703', '-0.007227500776449839', '0.1098974034190178', '0.12118154664834341', '0.016966100533803305']
['-0.4003261992824927', '-0.5144585600718597', '0.17385225847063818', '-0.03605974686028363', '-0.0801419828951891', '0.03472425814680379', '0.009523781885703407', '-0.06057667157716221', '0.09984382851256264', '0.10413293171260092', '-0.006352017964753838', '0.09965280691782634', '0.12125287810961406', '0.16791834050700777', '0.0037985612948735555', '0.009582539399464926', '0.039628260996606615', '0.12635869085788726', '0.12841485838095348', '0.046981064478556316']
['-0.38429978148377814', '-0.5348040764626535', '0.18302572198940514', '0.06462609848039193', '-0.01200072290430481', '0.012073347924484145', '0.02086420646972126', '-0.11814163676773508', '0.10778572393788231', '0.123456312633223', '0.009291393102871047', '0.09182484199603398', '0.1827611195544402', '0.04266247029105822', '-0.03755954268078009', '0.016309929142395655', '0.06267988085746765', '0.03120474498718977', '0.08786993970473607', '0.09237515926361084']
['-0.4978401970133488', '-0.5456554001053658', '0.13774098166211982', '-0.02141820150969537', '0.0012225147805832032', '-0.03550111491543551', '-0.0604759287532504', '-0.10305809248704463', '0.05020604687018527', '0.1424939188692305', '0.0874694127175543', '0.035101891060670215', '0.1638183400862747', '0.08786327329774697', '-0.006830069422721863', '0.03798675785462061', '0.051874854664007826', '0.040810450166463855', '0.11327914247910181', '0.08064904014269511']
['-0.44715374617599896', '-0.5425444980542198', '0.11804189236336153', '0.07741482427949774', '-0.009759977388827551', '-0.0575446446678866', '0.028152052062149675', '-0.11818554904311895', '-0.009426158203019038', '0.08097082479960388', '0.10391355454921722', '0.06602983176708221', '0.15121498323149152', '0.04549280094603698', '0.051186096668243405', '0.012317102402448654', '0.0859555666645368', '0.045374285181363425', '0.08517341613769532', '0.08281174103418985']
['-0.5084663910978894', '-0.5208010781072308', '0.07407577551771626', '0.07441805035894854', '0.03110595324114166', '-0.07359961401769724', '0.016424805054086302', '-0.07842520640956031', '-0.04480200039429797', '0.12039840479691824', '0.12025904858277904', '0.06479724645614623', '0.09591396277149518', '0.002314327408870061', '0.0453629806637764', '0.023959563362101713', '0.03153454065322876', '0.053057925899823506', '0.06396347284317017', '0.08257753849029541']
['-0.4528816216748546', '-0.44720824768101847', '0.002508385073250089', '0.1102696461811175', '0.04602937158444287', '-0.019903361891943312', '-0.011887698217649895', '0.05722482479280896', '-0.048811537159813775', '0.09558896534144878', '0.14865887615415785', '0.11281209372811847', '0.0011304130570756077', '0.013701305476327736', '-0.0006998945027589798', '0.06020843784014384', '0.056556318700313565', '0.003332448999087016', '0.06248751680056254', '0.08153447310129801']
['-0.508061451590237', '-0.5406762674965027', '-0.06013032187185245', '0.17637764364927358', '0.08695452242777978', '-0.04213688335967837', '0.0012115029494908396', '0.07491686965028445', '-0.07027559085024727', '0.06207396246285902', '0.19695121049880981', '0.10467499787845308', '-0.100797817359368', '0.04091733967264493', '-0.001213561495145162', '0.07075685461362204', '0.05621213167905807', '0.01062297224998474', '0.00332298477490743', '0.08133194049199423']
['-0.5762226868761955', '-0.6378588331204277', '-0.026933801265867363', '0.05827553195855287', '0.04686930124432742', '0.004501262059331769', '-0.07694791885358947', '0.07248683874805768', '-0.06158820135725869', '0.08801740639739566', '0.2023905505736669', '0.07104138284921646', '-0.09014025148418214', '0.06147887143823836', '0.023131554656558567', '0.10363615155220032', '-0.008307177821795146', '0.04038874506950378', '0.003339456518491109', '0.08193107843399047']
['-0.4753848306116193', '-0.7496817724436523', '-0.09390034473638723', '0.07190890928763685', '0.07591957459929465', '-0.008235328897301641', '-0.0167778591832353', '0.06762263331976202', '-0.0076432685057322225', '0.04509766432974074', '0.12946709205706913', '0.10585893065565162', '-0.04957102040449778', '0.017001853386561076', '-0.04952959815661113', '0.11413297255833944', '0.04147605548302333', '-0.0184752172893948', '0.0032682716846466064', '0.03395870625972748']
['-0.39856416289575963', '-0.658510873010647', '-0.07785753307002449', '0.011574054538104705', '0.0842258519276138', '0.005456268067161243', '-0.004149448987510468', '0.06575774099855196', '0.026776648892296685', '0.035294046666887076', '0.1731743594010671', '0.08388870110114416', '-0.060186954297953184', '-0.06172461708386739', '-0.020929117997487385', '0.06261783937613169', '0.04482381542523702', '0.0033265868822733562', '0.01913052797317505', '-0.004165299733479818']
['-0.3873082006458118', '-0.6745205419564166', '-0.03587125096131913', '0.03393775923415737', '0.10425772604882401', '0.07330324345164829', '0.040189880375508906', '0.12761696692970065', '0.050113353497452204', '0.0003036486605803172', '0.1319635338253445', '-0.0013377837422821244', '-0.07720278087589476', '-0.11892699599266052', '0.08339881300926208', '0.07019514640172322', '0.08329736528297266', '-0.02554489771525065', '0.04691364367802938', '0.01865070064862569']
['-0.29437016240470165', '-0.7033776820737653', '-0.1364006366493871', '0.09308002270324735', '0.05780889119000092', '0.07550237936632974', '0.059444975397653047', '0.052098264205786914', '0.0721976199083858', '0.011674968401590984', '0.13255499303340912', '0.016602880673276053', '-0.07188718604544798', '-0.03820025622844696', '0.07250188274515999', '0.0441319623341163', '0.07269642949104309', '-0.011408157149950663', '0.003441496690114339', '0.0860636313756307']
['-0.2757880543931287', '-0.5986649522273383', '-0.06761959067463118', '-0.009849669256183089', '0.058363057620027796', '0.10330819441389116', '0.01776637819625201', '0.011705714406238663', '0.11218096940053834', '0.016660314550002418', '-0.014656440582540302', '-0.03772736589113871', '-0.0009381957973043124', '-0.037092900938457914', '0.053035906453927355', '0.05965422913432121', '0.033468941847483315', '0.00698613574107488', '-0.037284111976623534', '0.04937601884206136']
['-0.32499747944050505', '-0.551759440715846', '-0.1154856759460795', '0.06065006189155367', '0.03706654835576357', '0.10986643546985256', '0.07368160784244537', '0.02350859187853833', '0.11446257581313452', '0.1215325285991033', '0.026016344957881504', '-0.028419919312000275', '0.009080084102849165', '-0.014823035895824432', '0.10039338866869608', '0.03421241094668706', '0.014847598473230998', '-0.0260207990805308', '-0.0378739799062411', '0.1200978179772695']
['-0.3544759066091254', '-0.5636088664122908', '-0.060858883777149986', '-0.0560038427778624', '-0.018112662592338343', '0.10374284762593489', '0.1161004189177165', '0.06729883622998993', '0.08273505930685335', '0.08324161892135938', '-0.04600237144364251', '-0.021872998774051668', '0.0033691244820753734', '-0.04841875864399804', '-0.032706761558850606', '0.06666152688364188', '0.020224026838938394', '0.0', '-0.05936751862366994', '0.08021722833315531']
['-0.3351623582077323', '-0.6199070103670046', '-0.0601136786263706', '-0.11023198257855009', '0.00842069165771285', '0.09117879042431476', '0.09774386764755325', '0.09811578938634032', '0.05984645469321145', '0.10774470422003005', '-0.04639763633410136', '0.006899004677931467', '0.014037630458672842', '-0.051366391084674334', '0.015717395808961657', '0.06666551505525907', '0.014369406302769979', '0.020346419016520182', '-0.014289515217145284', '0.07392759819825491']
['-0.3918967254276717', '-0.5761487127037223', '-0.056811187082402965', '-0.0980662971809335', '-0.036065867052490784', '0.09409840738844304', '0.09660919740396952', '0.13630991213851504', '0.04386993832058377', '0.04314678659041723', '-0.059669699519872665', '-0.02036804842452208', '0.02044636184970538', '0.030598444243272144', '0.04407843351364136', '-0.01820877922905816', '0.006628755728403727', '0.020687284072240193', '-0.011408188939094543', '0.05103640022377173']
['-0.20505085655025412', '-0.6220421541720147', '-0.027650629862557053', '-0.12875526595619735', '0.003935898082754601', '0.016058462800251114', '0.062118503854920466', '0.13767039534739323', '0.08454852509829733', '0.06144454181194305', '-0.029239066441853843', '-0.0507147490978241', '0.01903711408376694', '0.03335519457856814', '0.02273971935113271', '-0.10318619211514792', '-0.0034315692881743114', '0.02140150268872579', '0.04997922380765279', '0.04964974212149779']
['-0.2381429993197681', '-0.7017604488537765', '-0.023711365458897616', '-0.07008704052389082', '0.0041699730937099075', '-0.016310934882078847', '0.09308070976107044', '0.13464044572578537', '0.07431081081844038', '-0.004002401501768168', '-0.0300983477383852', '-0.07394305500719282', '0.04660585986243354', '0.06873698408404987', '-0.021222353726625443', '-0.02873267581065496', '0.008632758135596911', '0.00836439033349355', '0.1085180292526881', '0.04705696702003479']
['-0.14161483873606237', '-0.6488301761630453', '-0.08697122286118592', '-0.09404994171776276', '0.014341953641225673', '-0.0438375134143249', '0.11012889724779164', '0.11422392575750276', '0.0761826701020753', '-0.038646681441201106', '-0.013671971360842387', '-0.06982611318429312', '0.028446866075197856', '0.04696849311391513', '-0.004307246208190918', '-0.03525917927424113', '0.021788372844457626', '0.014942524830500285', '0.14340867400169371', '0.041045103470484415']
['-0.17790708066922264', '-0.7528365792854462', '-0.12545746334790608', '-0.11742111981155136', '-0.018171009981916057', '0.012422206964598509', '0.07200814047754402', '0.0956258300277922', '0.06933931762559546', '0.026151424398024876', '-0.01461553064485391', '-0.07089540958404542', '0.04752076425486141', '0.06791535019874573', '0.05752249161402385', '-0.004485174020131429', '-0.023060557370384534', '0.06330119520425796', '0.09988698263963064', '0.040495946009953813']
['-0.19464418614197038', '-0.7579620084458248', '-0.1008963529037515', '-0.0708511450110931', '0.027260059337451972', '-0.001003898415064058', '0.08087388045361472', '0.09916620483474126', '0.03572821229696274', '0.020438070802225008', '-0.028006192048390707', '-0.042605257613791366', '-0.005833459231588575', '0.06371198892593384', '-0.005360420420765876', '-0.03892683585484823', '0.0035791397094726562', '0.06454886092493932', '0.09015257954597473', '0.059583682815233865']
['-0.23312750298577192', '-0.7813310279639101', '-0.05165034203506531', '-0.013788201457114102', '-0.054562069667221456', '0.03372907548300213', '0.05826925369430452', '0.14152046570347415', '0.05296315799156825', '-0.015503108781627101', '-0.018613314876953762', '-0.006433012998766371', '0.025948617359002432', '0.08434851951897145', '0.06225325887401899', '0.0', '0.0035255879163742067', '0.006158859430191417', '0.114457505941391', '0.0424224133292834']
['-0.25957271830574236', '-0.9452225749237322', '-0.12159958766979237', '-0.014697539274414166', '-0.004883896430372877', '0.014578581413934151', '0.031201529857658204', '0.13468799834036166', '0.08588874538739523', '-0.004142730683088303', '-0.056742767244577406', '0.06273983940482139', '0.025124338269233704', '0.048004183421532315', '0.022030176098148026', '-0.0026687954862912497', '-0.08601058224836985', '0.12455754280090332', '0.048166710138320926', '0.012764503931005795']
['-0.253369423794929', '-0.8924558900575404', '-0.1876356015186336', '0.04271521314150758', '-0.028451157635962118', '0.0020094321766700664', '0.10191827027334108', '0.162451655872994', '0.06585223317767183', '0.011514404084947376', '-0.05124191091292434', '0.010426708062489827', '-0.019415936867396035', '0.057330997412403426', '0.02763076648116112', '-0.06278279237449169', '0.07076435089111328', '0.05474281211694081', '0.09362737561265627', '0.03322890115280946']
['-0.25000379356390967', '-0.8537555429201793', '-0.17650607754489042', '0.023745255120394916', '-0.010720144738662694', '0.00958432625979185', '0.06945841104117415', '0.11557479550303132', '0.09297246485948563', '-0.0634575181040499', '0.022686510471006234', '0.010049161935846011', '0.044149546821912126', '-0.007677043586348494', '0.011268626898527145', '0.0214572474360466', '0.07574978669484457', '0.05455660820007324', '0.0613947515686353', '0.09243002782265346']
['-0.23745385442561254', '-0.8276375080487367', '-0.219185488008104', '0.04754080107293801', '0.0260509307341522', '-0.04959802429433222', '0.10359245707354849', '0.11850585501183543', '0.09764754043685066', '-0.010974731751614147', '-0.0037900002880228876', '0.03266877308487892', '0.05399409035841624', '-0.026551710565884908', '0.028106654104259277', '0.025929737587769827', '0.0729442834854126', '0.043015509843826294', '0.07767548180288739', '0.06945957988500595']
['-0.22125057135781076', '-0.8875339418442431', '-0.2065771636730874', '-0.03544355745838165', '0.0001525017254980946', '0.009474076369294416', '0.13980496571295792', '0.06916336404987508', '0.08199320380886396', '-0.005525828202565512', '0.006997667940126525', '0.033225394288698834', '0.004708224534988403', '0.02950887947032849', '0.024435874819755555', '0.07119573652744293', '0.032916897866461015', '0.13166677951812744', '0.0630594864487648', '0.03970556159814199']
['-0.23635997326331082', '-0.8607728132464951', '-0.22314176681714135', '-0.052938576149300066', '0.052736236385948695', '0.036158672243593225', '0.07566043615952213', '0.08486480148065657', '0.03159432609875997', '0.03948862130443255', '-0.0015470053793655513', '-0.0008248325851228515', '0.049771680310368535', '-0.017982300743460654', '-0.002790999412536621', '0.053016625179184804', '0.09883846888939539', '0.04508079998195171', '0.07925094018379847', '0.06400112509727478']
['-0.21615154532343914', '-0.8071121322800396', '-0.22163085817421216', '-0.03872450780451384', '0.13492817538428092', '0.07356239860019986', '0.05413108967244625', '0.144810565441019', '-0.001810036040842533', '0.09251507192850113', '0.01970151328102306', '0.05094417159756025', '0.04668335451020135', '-0.023527303669187757', '0.0027492185433705646', '0.10779596269130706', '0.0788679376244545', '0.0790386954943339', '0.040455511957407', '0.04710208227237066']
['-0.25581969403224175', '-0.7641786184476105', '-0.1675371342384889', '-0.042884563859025664', '0.14498930449245598', '0.11380983929548945', '0.027621181115271554', '0.13896374638739323', '-0.0055043501572476505', '0.10847679569075505', '0.060567884147167204', '0.06714250619212786', '-0.007437762369712194', '-0.02443361837002966', '-0.034365522861480716', '0.10652687549591064', '0.1159046952923139', '0.07935017781953017', '0.03212588429450989', '0.01759198009967804']
['-0.3067259687027651', '-0.7784614598962308', '-0.16140204919742865', '-0.05383645710421728', '0.082115183713736', '0.15886865508836254', '0.02069868530873084', '0.08362529636464185', '-0.009231446261207261', '0.1188961312174797', '-0.030013786090744864', '0.02144819613960054', '-0.00022762839992841085', '-0.029328966637452443', '-0.0347452720006307', '0.10658938388029734', '0.10488515595595042', '0.03698768019676209', '-0.004960175355275472', '0.08932795127232869']
['-0.2659138525592154', '-0.762946356604082', '-0.12039899565760719', '-0.02521022402365801', '0.033612715305891654', '0.04589849491381929', '0.03269432817423155', '0.09366978555917739', '0.004061802973349889', '0.1534561220308145', '0.036819643444485135', '0.043383120497067766', '-0.04776863960756196', '-0.022451274262534248', '-0.050862527059184176', '0.07570264140764872', '0.14455547481775283', '0.03175816039244334', '0.046061771487196285', '0.09839662611484527']
['-0.29086385939508747', '-0.7800941955041002', '-0.12013159617449166', '-0.06443573226692074', '0.04370235266376703', '0.11112227125374216', '0.01468507654924271', '0.05080181533204658', '0.07377736197341056', '0.07942531774441401', '0.08985897998015085', '-0.00403728675511148', '-0.06327369660139084', '-0.07099406859940953', '-0.004303563137849172', '0.22018986410564848', '0.1318702906370163', '0.04666500339905421', '0.08839659293492635', '0.06548915406068166']
['-0.3504034128167306', '-0.8029337023038812', '-0.15205310695491464', '0.050035323864780386', '0.06156632605902474', '0.12045544733781191', '0.01793176747030682', '0.05472120268477334', '0.03033410727977753', '0.07236352153122425', '0.1256811076402664', '-0.08562572151422501', '-0.034011879066626234', '-0.03202651043732961', '0.0756959080696106', '0.14982931978172725', '0.1607210059960683', '0.09910771350065867', '0.05288630922635396', '0.04864768882592519']
['-0.44335548485881304', '-0.822941013061209', '-0.10552955857490114', '0.053760057246317154', '0.10822892678694591', '0.1292198630433769', '0.05099428559224757', '-0.05301657625370555', '0.013949112871454814', '0.0037561735345257676', '0.11356420964002609', '-0.03396429866552353', '0.005325158933798472', '-0.41101207832495373', '0.06106260269880295', '0.13557221492131552', '0.21399994492530822', '0.1621428072452545', '0.06817021171251933', '0.04877820362647375']
['-0.3249927577829798', '-0.8001428135504588', '-0.05469762926700205', '0.07345038966757907', '0.12489793696126324', '0.09962538400871886', '0.04202374400837081', '-0.021988690561718406', '0.045874862223863604', '0.03498582320908705', '0.14274524624149004', '-0.01696900501847267', '-0.013909064067734612', '-0.4106014609336853', '0.07511605236265394', '0.12872268557548522', '0.13150132894515992', '0.14365026421017116', '0.046173532803853355', '0.042370015382766725']
['-0.47284637352170866', '-0.9324233832003782', '-0.08992579748778111', '0.12698666113015053', '0.05902929187225568', '0.1336929239648722', '0.06194621033018162', '-0.054193981937650175', '0.04774058143297832', '0.0900120285153389', '0.07476613695422808', '-0.032440344740947084', '-0.06985121766726175', '-0.07133432361814711', '0.09860280255476633', '0.12953744530677797', '0.1811047931512197', '0.1355660577615102', '0.03181913495063782', '0.03987930615743001']
['-0.3284440077439848', '-0.8908433800054426', '-0.07055815054041573', '0.09894614295821084', '0.01228647522763145', '0.10604861576918256', '0.07837868094030354', '0.05229285495976607', '0.014639742241965396', '0.0969217242134942', '0.07261218229929606', '0.0391661673784256', '-0.06898204882939657', '0.04248329738775889', '0.09138261030117671', '0.12838086138168972', '0.1428668700158596', '0.08698551952838898', '-0.017144889136155448', '0.032435068488121034']
['-0.369647896609438', '-0.9196369378907868', '-0.08157911204084345', '-0.025611087775878106', '0.0425425426238371', '0.07751372041092032', '0.048148115860327835', '0.04611984273562064', '0.06509851548406813', '0.10760665039221445', '-0.025676975978745353', '-0.013397520863347586', '-0.1406156043211619', '0.042364415327707926', '0.09474512537320455', '0.14025710026423135', '0.06811029637853304', '0.10663506189982096', '0.014902162055174509', '0.08486537386973698']
['-0.29294659212875573', '-0.8245456967196482', '-0.04882386072476537', '0.09297147294498358', '0.10986129424682567', '0.03748956521343704', '0.15368769801957238', '0.10627246366606818', '0.03483001112937927', '0.15023690829674402', '-0.00547495037317276', '-0.012324230704042647', '-0.05811572844783465', '0.029309583206971485', '0.05843557318051656', '0.047337992737690605', '0.06058219605022006', '0.15180961026085749', '0.10544564922650655', '0.06464522356788317']
['-0.4942751225346616', '-0.7974534342027448', '-0.05286693967233151', '0.07581748031762234', '0.07995199576109542', '-0.0185026530767717', '0.10705754578790336', '0.0630320395364791', '0.04062019771999783', '0.10205323606729508', '0.01169154942035675', '0.06506542389591535', '-0.04103707373142242', '0.028909195131725737', '0.055946097771326704', '0.018091821670532228', '0.06829654177029927', '0.08216468294461568', '0.10473975340525309', '0.09589629049102465']
['-0.3511397178574548', '-0.8097461777980011', '-0.13069602797346894', '0.08831929464533785', '0.12920243798227854', '-0.08238564719776155', '0.03516837188175747', '0.15045821708109644', '0.04721221844355265', '-0.01044843701852692', '0.04701620911558469', '-0.015552257001399995', '0.008628565404150221', '0.07596099492576387', '0.06845454202757942', '-0.018268153650893106', '0.04051223794619242', '0.06899748841921488', '0.07865225623051325', '0.14464677572250367']
['-0.35750627620318565', '-0.6812869829882716', '-0.15997846317344733', '0.05348061308979342', '0.08266336017477852', '-0.055460402897885466', '0.007830120218984249', '0.12956431041355246', '0.025927649935086564', '-0.12212149103482564', '-0.01922250426477856', '-0.046188431150383416', '0.14117014706134795', '0.0760361620121532', '0.06039360811312993', '0.023906034231185914', '0.01600556174914042', '0.010789631307125092', '0.0843535415828228', '0.07484418203433355']
['-0.43169513843024143', '-0.5934180899083306', '-0.1664668119444807', '0.07190331539752888', '0.08808707380248032', '-0.047134179561916324', '0.024316734730059075', '0.16202758512459695', '0.06243582261933221', '-0.06297392580244277', '-0.027324100997712878', '-0.0650133803486824', '0.1802628959218661', '0.02337576945622762', '0.005999250213305155', '0.05117043157418569', '0.051421961188316344', '0.025638652841250102', '0.011712234715620677', '0.0941913311680158']
['-0.43523894314967715', '-0.5739441716327462', '-0.09997555244771245', '-0.037314173878743855', '0.08234100588481702', '-0.03324055640095914', '0.04846566144199598', '0.14089219691897079', '0.07512468435905045', '-0.024650522093806002', '-0.033156688511371615', '-0.05145944704612096', '0.17121124466260274', '0.12991731605596013', '-0.008874842524528503', '0.015623096625010173', '0.07069949507713318', '0.046555484334627785', '0.027497143050034843', '0.13370443681875865']
['-0.3730576863163656', '-0.5493749706066324', '-0.17819737423649046', '-0.0031349085580254323', '0.011197969324585767', '-0.07384953289159707', '0.00018688810486641727', '0.20495021632976002', '0.15566879813248913', '-0.06011227756738663', '-0.05319621430502998', '0.01302257999777794', '0.2295104668579168', '0.12687279457847278', '-0.015129769179556107', '0.01935530106226603', '-0.011527720093727111', '0.02438020259141922', '0.10817424356937408', '0.06420849859714509']
['-0.30759301435384595', '-0.6486855579450557', '-0.08522290997802416', '-0.04092173707324764', '0.047014878537378645', '-0.04289814553870302', '-0.014653175738677093', '0.16909635403814416', '0.13311407486597696', '-0.05263134678204854', '-0.04916764348745346', '0.10229913940032323', '0.10085380872090657', '0.16235619882742564', '0.021076871951421102', '0.012551418940226237', '0.02535760700702667', '0.01894116501013438', '0.11734355456299252', '0.04844232002894084']
['-0.36935690528507004', '-0.6943545753911158', '-0.13132263214489726', '-0.019093726412116704', '0.09768629443905656', '-0.0586186557787436', '0.04769176498705905', '0.12018749517580819', '0.14777448326349257', '-0.06982325474421183', '-0.0913372503221035', '0.07173560361067453', '0.12376058101654053', '0.17937056807180246', '0.0760221540927887', '0.06463547249635061', '0.024518061180909476', '0.004626274853944778', '0.08989894522560968', '0.048095126946767174']
['-0.22214982072940564', '-0.7259008151969586', '-0.20360943457785488', '0.05862623672511443', '0.02926776045152112', '-0.06300549363687871', '0.05866672847833899', '0.03829208008117146', '0.09638837225735188', '-0.017606262479509624', '-0.07860770093070137', '0.07090627973278364', '0.10136406653457218', '0.11544660296705034', '0.03047720193862915', '0.007471149166425069', '0.06300078481435775', '0.005106943100690842', '0.11248535911242168', '0.05207509969671567']
['-0.22954063748117884', '-0.6084924789051214', '-0.08025516229858963', '-0.003836734745598138', '-0.05918286809524384', '-0.039714198393954174', '0.051227158136941765', '-0.15690817402468787', '0.055911637196938195', '0.06304946053359244', '-0.04917591735720635', '0.1262084992809428', '0.190818370713128', '0.11490518003702163', '0.09231223165988922', '0.0375866487622261', '0.05160063542425632', '0.04844246904055278', '0.061774286131064095', '0.07159527242183686']
['-0.12719801925375462', '-0.6057423684372931', '-0.04421098672647899', '-0.040423383639122845', '0.004199388623237608', '-0.02942508209950079', '0.0009484861179121913', '-0.11513281125161383', '-0.11454338706201977', '0.07596754746304618', '0.0675621452430884', '0.15379685774445534', '0.24911148523290952', '0.15063442289829254', '0.056892887751261396', '0.031874097511172296', '0.028793363273143767', '0.10904024044672649', '0.07509597601989905', '0.10753584193686644']
['-0.26639618451979397', '-0.5811224806972508', '-0.10950016733296554', '0.018140043250830372', '-0.047787379319183906', '-0.012128124157058193', '0.006658463593986297', '-0.16642355546355247', '-0.1495643643745118', '-0.01827543924252192', '0.02658628308110767', '0.1505841033326255', '0.17796319847305617', '0.1048615574836731', '0.08399911555978987', '0.027476628310978413', '-0.015912400517198774', '0.06698729395866394', '0.07653681735197702', '0.07801282703876496']
['-0.2242823985247975', '-0.5660915832483975', '-0.2123953257604051', '0.016017966180544123', '0.03183403865054802', '0.01677328618563633', '0.05198656626356145', '-0.1281042464905315', '-0.09355583522054885', '-0.028047968645890556', '0.08665382295846939', '0.15830893251630995', '0.19071019035246636', '0.08827701169583532', '0.10985858341058095', '0.0030858953793843585', '0.02879728302359581', '0.12952775756518045', '0.0700175513823827', '0.07238789399464925']
['-0.32337702517935996', '-0.5997007087544538', '-0.254088629269153', '-0.02172808225856159', '0.04248458342762925', '0.027025043632916457', '-0.03145402755174372', '-0.008663728226114201', '-0.14467177149322297', '-0.018892769788702326', '0.07662441357970237', '0.18877517018053266', '0.17212909162044526', '0.07991124292214712', '0.06039536976151996', '-0.01085641880830129', '0.002969780978229312', '0.11536852220694224', '0.061138991514841715', '0.054981887340545654']
['-0.43468347322363626', '-0.6280804931630375', '-0.27803714039151484', '0.051070661530120846', '-0.01677340615041915', '-0.10292642971564814', '0.009551081210374832', '-0.005101080404387583', '-0.14461027450031705', '0.00977629551457034', '0.1700426987475819', '0.21600176327758366', '0.13095674539605776', '0.10610446458061536', '0.06081983260810375', '0.01409760316212972', '0.10401076873143514', '0.07228177736202876', '0.05421879291534424', '0.05482067068417867']
['-0.4372914469522964', '-0.5630684921237901', '-0.2534230004367641', '0.06845211036782042', '0.01040014198222543', '0.002788542068252962', '-0.025685586035251614', '-0.051244680914613934', '-0.17752199586894776', '0.07475001384814581', '0.26829840656783843', '0.25466371725002923', '0.13344947629504733', '0.11158369183540344', '0.06842474242051443', '0.0998349933574597', '0.06567917789022128', '0.052057914435863495', '0.0525580482557416', '0.041696972027420995']
['-0.49066424741668774', '-0.4914967580536302', '-0.2882448640919851', '0.03053533246623534', '0.1358840446496791', '0.007569994070424294', '-0.11264400400716575', '-0.08744006446666187', '-0.12511611862315072', '0.1099307398415274', '0.2197934122135242', '0.17970537195603054', '0.19554117222627004', '0.08828247686227163', '0.02829024853805701', '0.08465321535865465', '0.10425608704487482', '0.05865516265233358', '0.067867981766661', '0.056790479272603986']
['-0.4501686502319747', '-0.4770320179722672', '-0.24067799829620162', '-0.06647897907816418', '0.12171714188130558', '-0.05323544293155078', '-0.08678646319442325', '-0.12589809006286992', '-0.07678277889887491', '0.09738556600279277', '0.1353618283238676', '0.11254322268068791', '0.19679068269001113', '0.08901612286766371', '0.15185354683134292', '0.07515933811664581', '0.05783354242642721', '0.058042285839716594', '0.030148823807636897', '0.04087595293919245']
