(1276, 820)
(1277, 821)
(1278, 821)
(1279, 821)
(1280, 820)
(1281, 818)
(1282, 819)
(1283, 819)
(1285, 817)
(1286, 817)
(1340, 1282)
(1367, 662)
(1368, 1161)
(1369, 1161)
(1371, 678)
(1372, 1151)
(1373, 1151)
(1374, 1151)
(1375, 1153)
(1377, 680)
(1378, 680)
(1379, 823)
(1380, 1147)
(1381, 824)
(1382, 824)
(1383, 825)
(1384, 824)
(1385, 823)
(1386, 910)
(1387, 1150)
(1388, 821)
(1389, 683)
(1419, 794)
(1420, 795)
(1421, 793)
(1422, 791)
(1423, 790)
(1424, 790)
(1425, 788)
(1426, 787)
(1427, 785)
(1428, 784)
(1429, 783)
(1430, 782)
(1431, 780)
(1432, 778)
(1433, 776)
(1434, 776)
(1436, 1344)
(1439, 769)
(1440, 768)
(1441, 767)
(1446, 747)
(1447, 749)
(1448, 752)
(1449, 747)
(1450, 746)
(1451, 747)
(1452, 746)
(1453, 746)
(1454, 746)
(1455, 752)
(1456, 746)
(1457, 752)
(1458, 752)
(1460, 752)
(1463, 741)
(1467, 740)
(1468, 740)
(1469, 1375)
(1470, 740)
(1472, 737)
(1474, 734)
(1475, 734)
(1476, 733)
(1477, 732)
(1478, 731)
(1479, 731)
(1480, 730)
(1481, 728)
(1482, 728)
(1483, 728)
(1484, 728)
(1485, 728)
(1486, 725)
(1487, 725)
(1488, 724)
(1489, 724)
(1490, 722)
(1491, 722)
(1492, 722)
(1493, 722)
(1494, 720)
(1495, 720)
(1496, 720)
(1497, 718)
(1498, 718)
(1499, 718)
(1500, 718)
(1542, 1453)
(1543, 1453)
(1722, 173)
(1724, 171)
(1725, 170)
(1726, 169)
(1727, 168)
(1728, 167)
(1732, 162)
(1735, 159)
(1737, 157)
(1742, 151)
(1743, 150)
(1744, 149)
(1745, 148)
(1746, 147)
(1747, 146)
(1749, 144)
(1751, 142)
(1755, 138)
(1757, 136)
(1992, 1270)
(1994, 1267)
(1995, 597)
(1996, 590)
(1997, 597)
(1998, 594)
(1999, 597)
(2000, 594)
(2001, 597)
(2002, 1217)
(2003, 597)
(2004, 600)
(2005, 600)
(2006, 600)
(2007, 600)
(2008, 600)
(2009, 602)
(2010, 600)
(2011, 600)
(2012, 600)
(2013, 600)
(2014, 883)
(2015, 883)
(2016, 883)
(2017, 963)
(2018, 1212)
(2019, 963)
(2020, 1228)
(2021, 1220)
(2022, 891)
(2023, 600)
(2024, 834)
(2025, 600)
(2026, 600)
(2027, 600)
(2028, 545)
(2029, 545)
(2030, 545)
(2031, 830)
(2032, 545)
(2033, 833)
(2034, 545)
(2035, 590)
(2049, 662)
(2050, 662)
(2051, 563)
(2052, 563)
(2053, 563)
(2054, 563)
(2055, 564)
(2056, 594)
(2057, 563)
(2058, 663)
(2059, 594)
(2060, 594)
(2061, 596)
(2062, 827)
(2063, 824)
(2064, 825)
(2065, 595)
(2066, 827)
(2067, 827)
(2068, 1270)
(2069, 1269)
(2070, 646)
(2071, 623)
(2072, 647)
(2073, 646)
(2074, 560)
(2075, 647)
(2076, 647)
(2077, 561)
(2078, 593)
(2079, 561)
(2080, 564)
(2081, 561)
(2082, 561)
(2083, 2021)
(2084, 909)
(2085, 663)
(2086, 2021)
(2087, 1221)
(2088, 1221)
(2089, 1221)
(2090, 593)
(2091, 1221)
(2092, 664)
(2093, 664)
(2094, 583)
(2095, 664)
(2096, 567)
(2097, 662)
(2098, 663)
(2099, 577)
(2100, 577)
(2101, 577)
(2102, 577)
(2103, 583)
(2104, 583)
(2105, 583)
(2106, 2053)
(2107, 586)
(2108, 2029)
(2109, 2031)
(2110, 545)
(2111, 2060)
(2112, 2060)
(2113, 2060)
(2114, 2060)
(2115, 594)
(2116, 2065)
(2117, 2063)
(2118, 2067)
(2119, 2060)
(2120, 2066)
(2121, 2066)
(2122, 2060)
(2123, 2060)
(2124, 2065)
(2125, 2029)
(2126, 2060)
(2127, 2060)
(2128, 2059)
(2129, 2053)
(2130, 2079)
(2131, 2079)
(2132, 2079)
(2133, 2051)
(2134, 2051)
(2135, 2051)
(2136, 2051)
(2137, 2050)
(2142, 2053)
(2171, 663)
(2172, 643)
(2173, 2062)
(2174, 2060)
(2175, 2062)
(2176, 2062)
(2177, 2062)
(2178, 2060)
(2179, 2062)
(2180, 2080)
(2181, 2060)
(2182, 2062)
(2183, 2062)
(2184, 2065)
(2185, 2065)
(2186, 2065)
(2187, 2060)
(2188, 2060)
(2189, 665)
(2190, 2060)
(2191, 834)
(2192, 2060)
(2193, 2060)
(2194, 2079)
(2195, 2119)
(2196, 2119)
(2197, 2079)
(2198, 632)
(2199, 839)
(2200, 1204)
(2201, 617)
(2202, 1204)
(2203, 888)
(2204, 954)
(2205, 887)
(2206, 617)
(2207, 618)
(2208, 642)
(2209, 1234)
(2210, 1235)
(2211, 632)
(2212, 632)
(2213, 664)
(2214, 2113)
(2215, 2119)
(2216, 2119)
(2217, 666)
(2218, 666)
(2219, 2113)
(2220, 2122)
(2221, 2123)
(2222, 868)
(2223, 2113)
(2224, 666)
(2225, 2113)
(2226, 666)
(2227, 2112)
(2228, 2111)
(2229, 2110)
(2230, 2122)
(2231, 869)
(2232, 632)
(2233, 632)
(2234, 632)
(2235, 632)
(2236, 2119)
(2237, 632)
(2238, 2119)
(2239, 2119)
(2240, 2119)
(2241, 2190)
(2242, 2190)
(2243, 2190)
(2244, 2190)
(2245, 2190)
(2246, 2190)
(2247, 2191)
(2248, 2191)
(2249, 2196)
(2250, 2196)
(2251, 2196)
(2252, 666)
(2253, 2194)
(2254, 2191)
(2255, 2119)
(2256, 2119)
(2257, 2119)
(2258, 2193)
(2259, 2122)
(2260, 666)
(2261, 666)
(2262, 665)
(2263, 668)
(2264, 668)
(2265, 668)
(2266, 668)
(2267, 668)
(2268, 666)
(2269, 606)
(2270, 665)
(2271, 668)
(2272, 607)
(2273, 2202)
(2292, 2200)
(2293, 2197)
(2294, 2212)
(2295, 2214)
(2296, 2197)
(2297, 2197)
(2298, 2191)
(2299, 2214)
(2300, 2215)
(2301, 2215)
(2302, 2212)
(2303, 2214)
(2304, 2212)
(2305, 2214)
(2306, 2214)
(2307, 2212)
(2308, 2214)
(2309, 2216)
(2310, 2214)
(2311, 2224)
(2312, 2226)
(2313, 2226)
(2314, 2214)
(2315, 2216)
(2316, 2214)
(2317, 2214)
(2318, 2214)
(2319, 2214)
(2320, 2214)
(2321, 2214)
(2322, 2214)
(2323, 2214)
(2324, 2214)
(2325, 2214)
(2326, 2218)
(2327, 2218)
(2328, 2214)
(2329, 2191)
(2330, 2197)
(2331, 2191)
(2332, 2191)
(2333, 2189)
(2334, 2192)
(2335, 2194)
(2336, 2030)
(2337, 2195)
(2338, 2197)
(2339, 2030)
(2340, 2030)
(2341, 545)
(2342, 2067)
(2343, 2024)
(2344, 2122)
(2345, 2024)
(2346, 2191)
(2347, 2191)
(2348, 2191)
(2349, 2192)
(2350, 2192)
(2351, 2192)
(2352, 2192)
(2353, 2192)
(2354, 2253)
(2355, 2253)
(2356, 2247)
(2357, 2247)
(2358, 2254)
(2359, 2247)
(2360, 2248)
(2361, 2254)
(2362, 2254)
(2363, 2184)
(2364, 2257)
(2365, 2259)
(2366, 2185)
(2367, 2258)
(2383, 2282)
(2388, 2274)
(2389, 2273)
(2390, 2272)
(2391, 2075)
(2392, 909)
(2393, 2270)
(2394, 2079)
(2395, 2079)
(2396, 2261)
(2397, 2260)
(2398, 2260)
(2399, 2260)
(2400, 2189)
(2401, 2119)
(2402, 2214)
(2403, 2122)
(2404, 2196)
(2405, 2196)
(2406, 2326)
(2407, 2216)
(2408, 2326)
(2409, 2196)
(2410, 2214)
(2411, 2226)
(2412, 2331)
(2413, 2225)
(2414, 2331)
(2415, 2331)
(2416, 873)
(2417, 2199)
(2418, 2341)
(2419, 2234)
(2420, 2248)
(2421, 2231)
(2422, 2196)
(2423, 2213)
(2424, 2214)
(2425, 2213)
(2426, 2198)
(2427, 2079)
(2428, 2079)
(2429, 2079)
(2430, 2079)
(2431, 2342)
(2432, 2195)
(2433, 2080)
(2434, 2342)
(2435, 2193)
(2436, 2067)
(2437, 2060)
(2438, 2255)
(2439, 2068)
(2440, 2336)
(2441, 2336)
(2442, 2068)
(2443, 2068)
(2444, 2068)
(2445, 2123)
(2446, 2066)
(2447, 2361)
(2448, 2360)
(2449, 2360)
(2450, 2360)
(2451, 2357)
(2452, 2355)
(2453, 2362)
(2454, 2362)
(2455, 2363)
(2549, 2399)
(2550, 821)
(2551, 824)
(2552, 829)
(2553, 830)
(2554, 830)
(2555, 831)
(2556, 829)
(2557, 830)
(2558, 825)
(2559, 829)
(2560, 829)
(2561, 830)
(2562, 590)
(2563, 831)
(2568, 668)
(2569, 676)
(2570, 2212)
(2571, 1203)
(2572, 2323)
(2573, 2316)
(2574, 2324)
(2575, 2319)
(2576, 2325)
(2577, 2330)
(2578, 2329)
(2579, 2325)
(2580, 2325)
(2581, 2325)
(2582, 2330)
(2583, 2325)
(2584, 2330)
(2585, 2330)
(2586, 2330)
(2587, 2330)
(2588, 1200)
(2589, 549)
(2590, 909)
(2591, 909)
(2592, 909)
(2593, 908)
(2594, 908)
(2595, 921)
(2596, 577)
(2598, 2075)
(2599, 2075)
(2600, 2075)
(2601, 2079)
(2602, 2075)
(2603, 2075)
(2604, 2075)
(2605, 2075)
(2607, 2079)
(2608, 2079)
(2609, 2079)
(2610, 2079)
(3133, 2094)
(3140, 2084)
(3141, 2079)
(3142, 2094)
(3145, 2083)
(3147, 2084)
(3164, 2094)
(3241, 3161)
(3244, 3145)
(3246, 3161)
(3247, 3158)
(3248, 2103)
(3249, 2094)
(3250, 2094)
(3270, 3136)
(3273, 3187)
(3274, 3188)
(3275, 3188)
(3276, 3187)
(3277, 3188)
(3278, 3189)
(3279, 3194)
(3280, 3189)
(3281, 3194)
(3282, 3194)
(3283, 3194)
(3284, 3194)
(3285, 3194)
(3286, 3189)
(3289, 3187)
(3342, 3278)
(3355, 3283)
(3485, 2223)
(3486, 2222)
(3487, 2230)
(3488, 2248)
(3489, 2249)
(3490, 2249)
(3491, 2230)
(3492, 2248)
(3493, 2251)
(3494, 2230)
(3495, 2351)
(3496, 2351)
(3497, 2351)
(3498, 2234)
(3499, 2351)
(3500, 2197)
(3501, 2215)
(3502, 2354)
(3503, 2349)
(3504, 2197)
(3505, 2067)
(3506, 2078)
(3507, 2082)
(3508, 2082)
(3509, 2082)
(3510, 2082)
(3511, 2082)
(3512, 2091)
(3513, 2083)
(3514, 2079)
(3515, 2094)
(3516, 2079)
(3517, 2080)
(3518, 2070)
(3519, 2079)
(3520, 2173)
(3521, 2079)
(3522, 2094)
(3523, 2082)
(3524, 2183)
(3525, 2082)
(3526, 2065)
(3527, 2431)
(3528, 2431)
(3529, 2252)
(3530, 2250)
(3531, 2239)
(3532, 2225)
(3533, 2248)
(3534, 2230)
(3535, 2248)
(3536, 2231)
(3537, 2233)
(3538, 2341)
(3539, 2335)
(3540, 873)
(3541, 2259)
(3542, 2251)
(3543, 2214)
(3544, 2231)
(3545, 2255)
(3546, 2340)
(3547, 2340)
(3548, 2339)
(3549, 2332)
(3550, 2337)
(3551, 1226)
(3552, 2335)
(3553, 1221)
(3554, 596)
(3555, 596)
(3556, 2338)
(3557, 2338)
(3558, 2338)
(3559, 2364)
(3560, 3505)
(3561, 2362)
(3562, 2450)
(3563, 2362)
(3564, 2362)
(3599, 2363)
(3600, 2362)
(3601, 3532)
(3602, 3505)
(3603, 3534)
(3604, 2082)
(3605, 3504)
(3606, 3504)
(3607, 2338)
(3608, 2341)
(3609, 2080)
(3610, 2440)
(3611, 3523)
(3612, 2060)
(3613, 2082)
(3614, 3511)
(3615, 3523)
(3616, 2340)
(3617, 2193)
(3619, 2433)
(3622, 3541)
(3623, 2413)
(3624, 3542)
(3625, 2225)
(3626, 2225)
(3627, 2233)
(3628, 2230)
(3629, 2226)
(3630, 2226)
(3631, 2226)
(3632, 2240)
(3633, 2226)
(3634, 2230)
(3635, 2244)
(3636, 2230)
(3637, 3530)
(3638, 3530)
(3672, 3599)
(3673, 3599)
(3674, 3501)
(3675, 3501)
(3676, 3501)
(3677, 3601)
(3678, 3502)
(3679, 3504)
(3680, 3605)
(3681, 3606)
(3682, 3607)
(3683, 2184)
(3684, 3610)
(3685, 3609)
(3686, 2184)
(3687, 2417)
(3688, 2197)
(3689, 2197)
(3690, 2080)
(3691, 2081)
(3692, 2081)
(3693, 3519)
(3694, 3519)
(3695, 2083)
(3703, 2071)
(3704, 2071)
(3705, 2069)
(3706, 2070)
(3709, 2067)
(3710, 3529)
(3711, 3529)
(3712, 3529)
(3786, 665)
(3788, 1132)
(3789, 841)
(3790, 1129)
(3791, 1156)
(3792, 1159)
(3793, 1162)
(3794, 1163)
(3795, 1129)
(3796, 1156)
(3801, 2396)
(3803, 1131)
(3804, 3610)
(3820, 567)
(3825, 1132)
(3834, 3783)
(3838, 1133)
(3839, 1133)
(3843, 3779)
(3844, 3783)
(3845, 3781)
(3846, 3783)
(3847, 3784)
(3849, 3787)
(3852, 3787)
(3866, 2516)
(3867, 2516)
(3893, 3610)
(3894, 3606)
(3895, 2175)
(3896, 3611)
(3897, 3609)
(3898, 3611)
(3899, 2091)
(3900, 2338)
(3901, 3611)
(3902, 3611)
(3903, 3611)
(3904, 3611)
(3905, 3611)
(3906, 3611)
(3907, 3611)
(3908, 2175)
(3909, 2080)
(3910, 3611)
(3911, 3611)
(3912, 2340)
(3913, 901)
(3914, 2339)
(3915, 842)
(3916, 2203)
(3917, 663)
(3918, 2203)
(3919, 663)
(3920, 663)
(3921, 663)
(3922, 663)
(3923, 2173)
(3924, 2080)
(3925, 2338)
(3926, 2340)
(3927, 3611)
(3928, 2339)
(3929, 3611)
(3930, 645)
(3931, 644)
(3932, 643)
(3933, 2210)
(3934, 2212)
(3935, 2211)
(3936, 2081)
(3937, 2094)
(3938, 3511)
(3939, 1133)
(3940, 2091)
(3941, 2079)
(3942, 3507)
(3944, 1133)
(3945, 1133)
(3946, 3894)
